system:index,chirps_precip_mm,date,doy,month,year,.geo
20111223,0.0,2011-12-23 00:00:00,357,12,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20111224,1.1616111815831065,2011-12-24 00:00:00,358,12,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20111225,0.0,2011-12-25 00:00:00,359,12,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20111226,0.0,2011-12-26 00:00:00,360,12,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20111227,1.423054534941114,2011-12-27 00:00:00,361,12,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20111228,0.0,2011-12-28 00:00:00,362,12,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20111229,0.0,2011-12-29 00:00:00,363,12,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20111230,1.366824091514854,2011-12-30 00:00:00,364,12,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20111231,0.0,2011-12-31 00:00:00,365,12,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120101,0.0,2012-01-01 00:00:00,1,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120102,0.0,2012-01-02 00:00:00,2,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120103,1.1334486429991062,2012-01-03 00:00:00,3,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120104,0.0,2012-01-04 00:00:00,4,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120105,0.0,2012-01-05 00:00:00,5,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120106,0.0,2012-01-06 00:00:00,6,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120107,0.0,2012-01-07 00:00:00,7,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120108,0.0,2012-01-08 00:00:00,8,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120109,0.0,2012-01-09 00:00:00,9,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120110,0.0,2012-01-10 00:00:00,10,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120111,0.0,2012-01-11 00:00:00,11,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120112,0.0,2012-01-12 00:00:00,12,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120113,0.0,2012-01-13 00:00:00,13,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120114,0.0,2012-01-14 00:00:00,14,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120115,0.0,2012-01-15 00:00:00,15,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120116,0.0,2012-01-16 00:00:00,16,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120117,0.0,2012-01-17 00:00:00,17,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120118,0.0,2012-01-18 00:00:00,18,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120119,0.0,2012-01-19 00:00:00,19,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120120,0.0,2012-01-20 00:00:00,20,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120121,0.0,2012-01-21 00:00:00,21,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120122,0.0,2012-01-22 00:00:00,22,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120123,0.0,2012-01-23 00:00:00,23,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120124,0.6297602926441371,2012-01-24 00:00:00,24,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120125,0.0145752842049957,2012-01-25 00:00:00,25,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120126,0.7421000965863536,2012-01-26 00:00:00,26,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120127,0.0,2012-01-27 00:00:00,27,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120128,0.0,2012-01-28 00:00:00,28,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120129,0.1746281532741864,2012-01-29 00:00:00,29,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120130,1.2965147549908431,2012-01-30 00:00:00,30,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120131,3.239401800879117,2012-01-31 00:00:00,31,1,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120201,1.186768041200366,2012-02-01 00:00:00,32,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120202,3.699481126710111,2012-02-02 00:00:00,33,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120203,0.0,2012-02-03 00:00:00,34,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120204,1.5579408600042348,2012-02-04 00:00:00,35,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120205,0.0,2012-02-05 00:00:00,36,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120206,0.0,2012-02-06 00:00:00,37,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120207,0.0364614262216273,2012-02-07 00:00:00,38,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120208,1.7319199980313784,2012-02-08 00:00:00,39,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120209,0.0,2012-02-09 00:00:00,40,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120210,3.797879482724985,2012-02-10 00:00:00,41,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120211,0.0,2012-02-11 00:00:00,42,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120212,0.0,2012-02-12 00:00:00,43,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120213,0.0,2012-02-13 00:00:00,44,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120214,6.1333017982438784,2012-02-14 00:00:00,45,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120215,0.2271355030291033,2012-02-15 00:00:00,46,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120216,0.0,2012-02-16 00:00:00,47,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120217,1.2159602868784212,2012-02-17 00:00:00,48,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120218,0.0,2012-02-18 00:00:00,49,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120219,0.0,2012-02-19 00:00:00,50,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120220,0.0,2012-02-20 00:00:00,51,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120221,0.0,2012-02-21 00:00:00,52,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120222,0.0,2012-02-22 00:00:00,53,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120223,0.0,2012-02-23 00:00:00,54,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120224,0.0,2012-02-24 00:00:00,55,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120225,0.0,2012-02-25 00:00:00,56,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120226,0.0,2012-02-26 00:00:00,57,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120227,0.0,2012-02-27 00:00:00,58,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120228,0.0,2012-02-28 00:00:00,59,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120229,0.0,2012-02-29 00:00:00,60,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120301,0.0,2012-03-01 00:00:00,61,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120302,0.0,2012-03-02 00:00:00,62,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120303,0.0,2012-03-03 00:00:00,63,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120304,0.0,2012-03-04 00:00:00,64,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120305,0.0,2012-03-05 00:00:00,65,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120306,0.0,2012-03-06 00:00:00,66,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120307,1.2097467214960589,2012-03-07 00:00:00,67,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120308,0.0,2012-03-08 00:00:00,68,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120309,0.0,2012-03-09 00:00:00,69,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120310,0.0,2012-03-10 00:00:00,70,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120311,0.0,2012-03-11 00:00:00,71,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120312,0.0,2012-03-12 00:00:00,72,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120313,0.0,2012-03-13 00:00:00,73,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120314,0.0,2012-03-14 00:00:00,74,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120315,0.0,2012-03-15 00:00:00,75,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120316,0.0,2012-03-16 00:00:00,76,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120317,0.0,2012-03-17 00:00:00,77,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120318,0.0,2012-03-18 00:00:00,78,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120319,0.0,2012-03-19 00:00:00,79,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120320,6.94056935646366,2012-03-20 00:00:00,80,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120321,0.0,2012-03-21 00:00:00,81,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120322,0.0,2012-03-22 00:00:00,82,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120323,0.3786249394385149,2012-03-23 00:00:00,83,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120324,5.655837117412868,2012-03-24 00:00:00,84,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120325,5.1311180801712295,2012-03-25 00:00:00,85,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120326,8.958158903087224,2012-03-26 00:00:00,86,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120327,0.181963327380875,2012-03-27 00:00:00,87,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120328,3.148607627460548,2012-03-28 00:00:00,88,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120329,0.0,2012-03-29 00:00:00,89,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120330,0.1097828510563847,2012-03-30 00:00:00,90,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120331,6.673419809157599,2012-03-31 00:00:00,91,3,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120401,0.0,2012-04-01 00:00:00,92,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120402,0.0,2012-04-02 00:00:00,93,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120403,0.0158568987067135,2012-04-03 00:00:00,94,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120404,8.258215547552657,2012-04-04 00:00:00,95,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120405,6.054571104703304,2012-04-05 00:00:00,96,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120406,4.874212829988554,2012-04-06 00:00:00,97,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120407,0.0,2012-04-07 00:00:00,98,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120408,6.154090294722549,2012-04-08 00:00:00,99,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120409,0.0,2012-04-09 00:00:00,100,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120410,0.6904276111289862,2012-04-10 00:00:00,101,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120411,5.241580238023646,2012-04-11 00:00:00,102,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120412,10.446301118187284,2012-04-12 00:00:00,103,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120413,0.0,2012-04-13 00:00:00,104,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120414,3.8285613991918543,2012-04-14 00:00:00,105,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120415,8.236885223023053,2012-04-15 00:00:00,106,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120416,0.4566645006419607,2012-04-16 00:00:00,107,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120417,15.177610581271988,2012-04-17 00:00:00,108,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120418,16.03873391109556,2012-04-18 00:00:00,109,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120419,2.68902345437977,2012-04-19 00:00:00,110,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120420,0.2058325702359217,2012-04-20 00:00:00,111,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120421,0.0016229091913088,2012-04-21 00:00:00,112,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120422,0.0,2012-04-22 00:00:00,113,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120423,0.0863953457830498,2012-04-23 00:00:00,114,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120424,0.0,2012-04-24 00:00:00,115,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120425,0.0,2012-04-25 00:00:00,116,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120426,0.0,2012-04-26 00:00:00,117,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120427,0.0,2012-04-27 00:00:00,118,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120428,0.0,2012-04-28 00:00:00,119,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120429,0.0,2012-04-29 00:00:00,120,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120430,0.0,2012-04-30 00:00:00,121,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120501,0.0,2012-05-01 00:00:00,122,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120502,0.4833685599090354,2012-05-02 00:00:00,123,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120503,0.0,2012-05-03 00:00:00,124,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120504,0.0,2012-05-04 00:00:00,125,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120505,8.771997019217698,2012-05-05 00:00:00,126,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120506,0.1326231698097266,2012-05-06 00:00:00,127,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120507,4.024346487658468,2012-05-07 00:00:00,128,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120508,11.264791260288524,2012-05-08 00:00:00,129,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120509,0.7226916443589261,2012-05-09 00:00:00,130,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120510,0.0,2012-05-10 00:00:00,131,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120511,4.998015946457488,2012-05-11 00:00:00,132,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120512,2.629486120929297,2012-05-12 00:00:00,133,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120513,6.091685971449826,2012-05-13 00:00:00,134,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120514,0.0,2012-05-14 00:00:00,135,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120515,2.67974704987846,2012-05-15 00:00:00,136,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120516,11.83225775479913,2012-05-16 00:00:00,137,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120517,18.12849355964391,2012-05-17 00:00:00,138,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120518,14.065169979454131,2012-05-18 00:00:00,139,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120519,29.891611227516343,2012-05-19 00:00:00,140,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120520,8.789553728213937,2012-05-20 00:00:00,141,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120521,7.767501276548939,2012-05-21 00:00:00,142,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120522,24.743627140725756,2012-05-22 00:00:00,143,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120523,11.730597062855418,2012-05-23 00:00:00,144,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120524,8.507369697617372,2012-05-24 00:00:00,145,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120525,3.737728345161792,2012-05-25 00:00:00,146,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120526,31.906912579580347,2012-05-26 00:00:00,147,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120527,31.84710089168193,2012-05-27 00:00:00,148,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120528,9.715661038063557,2012-05-28 00:00:00,149,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120529,9.81293676486233,2012-05-29 00:00:00,150,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120530,0.0,2012-05-30 00:00:00,151,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120531,0.0,2012-05-31 00:00:00,152,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120601,6.060550682088706,2012-06-01 00:00:00,153,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120602,9.475529317964089,2012-06-02 00:00:00,154,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120603,6.017607780768239,2012-06-03 00:00:00,155,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120604,9.604222421447988,2012-06-04 00:00:00,156,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120605,12.55835390468817,2012-06-05 00:00:00,157,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120606,6.398397377814438,2012-06-06 00:00:00,158,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120607,11.562012505955146,2012-06-07 00:00:00,159,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120608,10.094417011847613,2012-06-08 00:00:00,160,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120609,3.5752464163402955,2012-06-09 00:00:00,161,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120610,8.690924686036443,2012-06-10 00:00:00,162,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120611,6.618785671361586,2012-06-11 00:00:00,163,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120612,1.2742528959320454,2012-06-12 00:00:00,164,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120613,16.017356261218435,2012-06-13 00:00:00,165,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120614,19.88051142522012,2012-06-14 00:00:00,166,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120615,0.0,2012-06-15 00:00:00,167,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120616,5.813181633764428,2012-06-16 00:00:00,168,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120617,17.87887325989508,2012-06-17 00:00:00,169,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120618,11.664566212533806,2012-06-18 00:00:00,170,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120619,12.36769690853698,2012-06-19 00:00:00,171,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120620,1.883042211730722,2012-06-20 00:00:00,172,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120621,14.34268702161621,2012-06-21 00:00:00,173,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120622,14.79757834716588,2012-06-22 00:00:00,174,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120623,4.671763013991688,2012-06-23 00:00:00,175,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120624,16.336474119812653,2012-06-24 00:00:00,176,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120625,0.0,2012-06-25 00:00:00,177,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120626,16.116378754562476,2012-06-26 00:00:00,178,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120627,1.0620019889332342,2012-06-27 00:00:00,179,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120628,6.311389403568905,2012-06-28 00:00:00,180,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120629,2.420484424428885,2012-06-29 00:00:00,181,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120630,2.284970443237004,2012-06-30 00:00:00,182,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120701,7.164805816210014,2012-07-01 00:00:00,183,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120702,7.965512144665158,2012-07-02 00:00:00,184,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120703,1.3771218122979465,2012-07-03 00:00:00,185,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120704,20.030738790532105,2012-07-04 00:00:00,186,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120705,0.0,2012-07-05 00:00:00,187,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120706,8.995886346670362,2012-07-06 00:00:00,188,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120707,3.9688803983669168,2012-07-07 00:00:00,189,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120708,0.0,2012-07-08 00:00:00,190,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120709,0.0,2012-07-09 00:00:00,191,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120710,3.797989655368255,2012-07-10 00:00:00,192,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120711,14.105215118589582,2012-07-11 00:00:00,193,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120712,8.981335818269672,2012-07-12 00:00:00,194,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120713,0.0387084235417865,2012-07-13 00:00:00,195,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120714,9.769856986256016,2012-07-14 00:00:00,196,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120715,2.218821899057022,2012-07-15 00:00:00,197,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120716,0.0,2012-07-16 00:00:00,198,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120717,3.384396807543342,2012-07-17 00:00:00,199,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120718,10.869885536352356,2012-07-18 00:00:00,200,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120719,0.372124242588549,2012-07-19 00:00:00,201,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120720,0.0054695299336067,2012-07-20 00:00:00,202,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120721,5.608850574820218,2012-07-21 00:00:00,203,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120722,9.435445443494697,2012-07-22 00:00:00,204,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120723,10.881622060051464,2012-07-23 00:00:00,205,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120724,0.0875104375967098,2012-07-24 00:00:00,206,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120725,5.608850574820218,2012-07-25 00:00:00,207,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120726,0.0,2012-07-26 00:00:00,208,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120727,4.803471018400455,2012-07-27 00:00:00,209,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120728,6.446979575811807,2012-07-28 00:00:00,210,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120729,2.507071505371113,2012-07-29 00:00:00,211,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120730,0.1958820057466776,2012-07-30 00:00:00,212,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120731,6.045021946717697,2012-07-31 00:00:00,213,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120801,1.835925490985363,2012-08-01 00:00:00,214,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120802,8.687023295761815,2012-08-02 00:00:00,215,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120803,10.830915948414756,2012-08-03 00:00:00,216,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120804,8.665516804821566,2012-08-04 00:00:00,217,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120805,16.544121381531287,2012-08-05 00:00:00,218,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120806,0.0,2012-08-06 00:00:00,219,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120807,4.107142098431517,2012-08-07 00:00:00,220,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120808,6.110769404923797,2012-08-08 00:00:00,221,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120809,8.067092986299896,2012-08-09 00:00:00,222,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120810,16.769355765755517,2012-08-10 00:00:00,223,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120811,23.121999177260737,2012-08-11 00:00:00,224,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120812,11.659058176646472,2012-08-12 00:00:00,225,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120813,0.3914486485136272,2012-08-13 00:00:00,226,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120814,0.0,2012-08-14 00:00:00,227,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120815,5.099567989844484,2012-08-15 00:00:00,228,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120816,8.293062169538063,2012-08-16 00:00:00,229,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120817,15.978407769520803,2012-08-17 00:00:00,230,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120818,25.244806125859014,2012-08-18 00:00:00,231,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120819,5.236774183948588,2012-08-19 00:00:00,232,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120820,1.8830527957998775,2012-08-20 00:00:00,233,8,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
